持	 ug#用#序49152
やひゃ	yvhv#类1#序15910
ヤヒャ	yvhv#次#序16297
やひょ	yvhx#类1#序15908
ヤヒョ	yvhx#次#序16295
やい	yvii#类1#序15992
ヤイ	yvii#次#序16379
配給	yvij#类4#序13510
配線	yviu#类4#序13512
配	yvj#类3#序21164
やざ	yvja#类1#序15942
ヤザ	yvja#次#序16329
やじゅ	yvjc#类1#序15897
ヤジュ	yvjc#次#序16284
配合	yvjd#类4#序13532
やぜ	yvje#类1#序15939
ヤゼ	yvje#次#序16326
やじ	yvji#类1#序15941
ヤジ	yvji#次#序16328
配付	yvjk#类4#序13534
やぞ	yvjo#类1#序15938
ヤゾ	yvjo#次#序16325
やず	yvju#类1#序15940
ヤズ	yvju#次#序16327
やじゃ	yvjv#类1#序15898
ヤジャ	yvjv#次#序16285
肖像	yvjw#类4#序15394
やじょ	yvjx#类1#序15896
ヤジョ	yvjx#次#序16283
やか	yvka#类1#序15988
ヤカ	yvka#次#序16375
配流	yvkb#类4#序13640
やきゅ	yvkc#类1#序15921
ヤキュ	yvkc#次#序16308
やけ	yvke#类1#序15985
ヤケ	yvke#次#序16372
やき	yvki#类1#序15987
ヤキ	yvki#次#序16374
削減	yvkn#类4#序15405
やこ	yvko#类1#序15984
ヤコ	yvko#次#序16371
配水	yvks#类4#序13649
やく	yvku#类1#序15986
ヤク	yvku#次#序16373
やきゃ	yvkv#类1#序15922
ヤキャ	yvkv#次#序16309
やきょ	yvkx#类1#序15920
ヤキョ	yvkx#次#序16307
やぁ	yvla#类1#序15886
ヤァ	yvla#次#序16273
ヤュ	yvlc#次#序16266
やぇ	yvle#类1#序15883
ヤェ	yvle#次#序16270
ヤー	yvlg#次#序16253
やぃ	yvli#类1#序15885
ヤィ	yvli#次#序16272
やっ	yvll#类1#序15881
ヤッ	yvll#次#序16268
やぉ	yvlo#类1#序15882
ヤォ	yvlo#次#序16269
やぅ	yvlu#类1#序15884
ヤゥ	yvlu#次#序16271
ヤャ	yvlv#次#序16267
ヤョ	yvlx#次#序16265
やま	yvma#类1#序15963
ヤマ	yvma#次#序16350
やみゅ	yvmc#类1#序15906
ヤミュ	yvmc#次#序16293
やめ	yvme#类1#序15960
ヤメ	yvme#次#序16347
やみ	yvmi#类1#序15962
ヤミ	yvmi#次#序16349
やも	yvmo#类1#序15959
ヤモ	yvmo#次#序16346
配所	yvmt#类4#序13589
やむ	yvmu#类1#序15961
ヤム	yvmu#次#序16348
やみゃ	yvmv#类1#序15907
ヤミャ	yvmv#次#序16294
やみょ	yvmx#类1#序15905
ヤミョ	yvmx#次#序16292
やな	yvna#类1#序15973
ヤナ	yvna#次#序16360
やにゅ	yvnc#类1#序15912
ヤニュ	yvnc#次#序16299
やね	yvne#类1#序15970
ヤネ	yvne#次#序16357
軽気球	yvnf#类4#序13581
やに	yvni#类1#序15972
ヤニ	yvni#次#序16359
やん	yvnn#类1#序15948
ヤン	yvnn#次#序16335
やの	yvno#类1#序15969
ヤノ	yvno#次#序16356
配布	yvnr#类4#序13680
やぬ	yvnu#类1#序15971
ヤヌ	yvnu#次#序16358
やにゃ	yvnv#类1#序15913
ヤニャ	yvnv#次#序16300
やにょ	yvnx#类1#序15911
ヤニョ	yvnx#次#序16298
やお	yvoo#类1#序15989
ヤオ	yvoo#次#序16376
削	yvp#类3#序24674
やぱ	yvpa#类1#序15927
ヤパ	yvpa#次#序16314
やぴゅ	yvpc#类1#序15888
ヤピュ	yvpc#次#序16275
やぺ	yvpe#类1#序15924
ヤペ	yvpe#次#序16311
やぴ	yvpi#类1#序15926
ヤピ	yvpi#次#序16313
やぽ	yvpo#类1#序15923
ヤポ	yvpo#次#序16310
やぷ	yvpu#类1#序15925
ヤプ	yvpu#次#序16312
やぴゃ	yvpv#类1#序15889
ヤピャ	yvpv#次#序16276
やぴょ	yvpx#类1#序15887
ヤピョ	yvpx#次#序16274
やら	yvra#类1#序15958
ヤラ	yvra#次#序16345
やりゅ	yvrc#类1#序15903
ヤリュ	yvrc#次#序16290
やれ	yvre#类1#序15955
ヤレ	yvre#次#序16342
やり	yvri#类1#序15957
ヤリ	yvri#次#序16344
連文節	yvri#类4#序13392
やろ	yvro#类1#序15954
ヤロ	yvro#次#序16341
やる	yvru#类1#序15956
ヤル	yvru#次#序16343
やりゃ	yvrv#类1#序15904
ヤリャ	yvrv#次#序16291
配管	yvrw#类4#序13557
やりょ	yvrx#类1#序15902
ヤリョ	yvrx#次#序16289
やさ	yvsa#类1#序15983
ヤサ	yvsa#次#序16370
やしゅ	yvsc#类1#序15918
ヤシュ	yvsc#次#序16305
やせ	yvse#类1#序15980
ヤセ	yvse#次#序16367
やし	yvsi#类1#序15982
ヤシ	yvsi#次#序16369
やそ	yvso#类1#序15979
ヤソ	yvso#次#序16366
やす	yvsu#类1#序15981
ヤス	yvsu#次#序16368
やしゃ	yvsv#类1#序15919
ヤシャ	yvsv#次#序16306
やしょ	yvsx#类1#序15917
ヤショ	yvsx#次#序16304
やた	yvta#类1#序15978
ヤタ	yvta#次#序16365
やて	yvte#类1#序15975
ヤテ	yvte#次#序16362
削除	yvtj#类4#序15414
やと	yvto#类1#序15974
ヤト	yvto#次#序16361
配電	yvto#类4#序13668
やつ	yvtu#类1#序15976
ヤツ	yvtu#次#序16363
逍	yvu#类3#序24672
やう	yvuu#类1#序15991
ヤウ	yvuu#次#序16378
ヤヴァ	yvva#次#序16263
ヤヴェ	yvve#次#序16261
配膳	yvvg#类4#序13673
ヤヴィ	yvvi#次#序16262
ヤヴォ	yvvo#次#序16260
ヤヴ	yvvu#次#序16264
やわ	yvwa#类1#序15950
ヤワ	yvwa#次#序16337
ヤウェ	yvwe#次#序16258
小文字	yvwh#类4#序13841
ヤウィ	yvwi#次#序16259
やを	yvwo#类1#序15949
ヤヲ	yvwo#次#序16336
配役	yvwr#类4#序13559
配意	yvxh#类4#序13544
配色	yvxm#类4#序13601
逍遥	yvya#类4#序15413
配当	yvyb#类4#序13643
配転	yvyb#类4#序13631
やゆ	yvyc#类1#序15952
ヤユ	yvyc#次#序16339
配車	yvyc#类4#序13628
配置	yvyn#类4#序13632
やや	yvyv#类1#序15953
ヤヤ	yvyv#次#序16340
やよ	yvyx#类1#序15951
ヤヨ	yvyx#次#序16338
配慮	yvzq#类4#序13655
愛	yw#类3#序25789
酢	ywa#类3#序21151
轄	ywad#类3#序23405
愛好	ywbh#类4#序15621
愛娘	ywbi#类4#序15617
点字ブロック	ywbk#类5#序29794
愛嬌	ywbt#类4#序15619
愛嬢	ywbt#类4#序15618
愛育	ywbv#类4#序15603
愛媛	ywby#类4#序15620
愛唱	ywdo#类4#序15649
受検	ywej#类4#序15633
愛想	yweq#类4#序15635
愛妻	ywfb#类4#序15653
受刑	ywfl#类4#序15657
愛児	ywgo#类4#序15652
愛着	ywgq#类4#序15626
愛情	ywha#类4#序15645
愛欲	ywhe#类4#序15614
愛憎	ywhh#类4#序15644
愛惜	ywhl#类4#序15646
愛郷	ywii#类4#序15609
受給	ywij#类4#序15608
受納	ywim#类4#序15610
瓜実顔	ywix#类4#序13056
受付	ywjk#类4#序15616
受領	ywjk#类4#序15612
受信	ywjs#类4#序15613
受像	ywjw#类4#序15615
受益	ywka#类4#序15622
受注	ywki#类4#序15650
受動	ywld#类4#序15631
受難	ywld#类4#序15666
愛敬	ywlg#类4#序15665
愛蔵	ywln#类4#序15668
愛慕	ywlo#类4#序15667
舜	ywlv#类3#序25780
愛猫	ywml#类4#序15639
四次元	ywmp#类4#序13495
愛犬	ywmq#类4#序15661
愛顧	ywmu#类4#序15600
受理	ywnd#类4#序15654
受験	ywnj#类4#序15662
愛玩	ywnm#类4#序15656
愛馬	ywnm#类4#序15663
愛知	ywod#类4#序15632
受精	ywpa#类4#序15643
輓	ywpe#类3#序23400
酖	ywpe#类3#序21159
受粉	ywph#类4#序15642
受取	ywqr#类4#序15664
受	ywr#类3#序25788
愛国	ywrn#类4#序15648
愛読	ywsg#类4#序15601
受註	ywsi#类4#序15597
受診	ywsj#类4#序15598
受諾	ywsl#类4#序15606
愛護	ywsl#类4#序15604
受賞	ywso#类4#序15651
受講	ywsq#类4#序15602
受託	ywst#类4#序15599
愛用	ywty#类4#序15659
愛撫	ywue#类4#序15636
受胎	ywvk#类4#序15660
やわ肌	ywvo#类5#序23572
軣	yww#类3#序23453
受容	ywwh#类4#序15640
上得意	ywxh#类4#序13750
愛称	ywxx#类4#序15628
酢酸	ywyk#类4#序13582
よ	yx#类1#序15994
ヨ	yx#次#序16381
小	yx#类3#序24602
よあ	yxaa#类1#序15767
ヨア	yxaa#次#序16124
小麦	yxah#类4#序15188
小春	yxai#类4#序15207
小憩	yxao#类4#序15126
小間	yxao#类4#序15112
小癪	yxax#类4#序15106
よば	yxba#类1#序15706
ヨバ	yxba#次#序16063
よびゅ	yxbc#类1#序15665
ヨビュ	yxbc#次#序16022
小姑	yxbc#类4#序15104
よべ	yxbe#类1#序15703
ヨベ	yxbe#次#序16060
よび	yxbi#类1#序15705
ヨビ	yxbi#次#序16062
小娘	yxbi#类4#序15099
小バカ	yxbk#类5#序29795
小姓	yxbl#类4#序15101
よぼ	yxbo#类1#序15702
ヨボ	yxbo#次#序16059
四角張	yxbp#类4#序13585
よぶ	yxbu#类1#序15704
ヨブ	yxbu#次#序16061
よびゃ	yxbv#类1#序15666
ヨビャ	yxbv#次#序16023
よびょ	yxbx#类1#序15664
ヨビョ	yxbx#次#序16021
よちゅ	yxcc#类1#序15689
ヨチュ	yxcc#次#序16046
小火	yxch#类4#序15153
よち	yxci#类1#序15751
ヨチ	yxci#次#序16108
小遣	yxck#类4#序15172
よちゃ	yxcv#类1#序15690
ヨチャ	yxcv#次#序16047
よちょ	yxcx#类1#序15688
ヨチョ	yxcx#次#序16045
小屋	yxcy#类4#序15156
よだ	yxda#类1#序15711
ヨダ	yxda#次#序16068
よぢゅ	yxdc#类1#序15668
ヨヂュ	yxdc#次#序16025
小品	yxdd#类4#序15168
よで	yxde#类1#序15708
ヨデ	yxde#次#序16065
よぢ	yxdi#类1#序15710
ヨヂ	yxdi#次#序16067
小口	yxdk#类4#序15169
よど	yxdo#类1#序15707
ヨド	yxdo#次#序16064
小唄	yxdo#类4#序15167
小咄	yxds#类4#序15175
よづ	yxdu#类1#序15709
ヨヅ	yxdu#次#序16066
よぢゃ	yxdv#类1#序15669
ヨヂャ	yxdv#次#序16026
よぢょ	yxdx#类1#序15667
ヨヂョ	yxdx#次#序16024
よえ	yxee#类1#序15764
ヨエ	yxee#次#序16121
小柄	yxef#类4#序15129
小突	yxem#类4#序15144
ヨファ	yxfa#次#序16001
小事	yxfd#类4#序15191
ヨフェ	yxfe#次#序15999
上意下達	yxfg#类4#序13746
小社	yxfg#类4#序15143
ヨフィ	yxfi#次#序16000
四角形	yxfl#类4#序13601
小型	yxfl#类4#序15193
小形	yxfl#类4#序15194
ヨフォ	yxfo#次#序15998
よが	yxga#类1#序15721
ヨガ	yxga#次#序16078
よぎゅ	yxgc#类1#序15674
ヨギュ	yxgc#次#序16031
よげ	yxge#类1#序15718
ヨゲ	yxge#次#序16075
小高	yxgg#类4#序15080
よぎ	yxgi#类1#序15720
ヨギ	yxgi#次#序16077
よご	yxgo#类1#序15717
ヨゴ	yxgo#次#序16074
小児	yxgo#类4#序15185
よぐ	yxgu#类1#序15719
ヨグ	yxgu#次#序16076
小差	yxgu#类4#序15114
よぎゃ	yxgv#类1#序15675
ヨギャ	yxgv#次#序16032
小売	yxgw#类4#序15197
よぎょ	yxgx#类1#序15673
ヨギョ	yxgx#次#序16030
酥	yxh#类3#序21147
よは	yxha#类1#序15742
ヨハ	yxha#次#序16099
小父	yxhb#类4#序15095
よひゅ	yxhc#类1#序15683
ヨヒュ	yxhc#次#序16040
小鼓	yxhc#类4#序15198
よへ	yxhe#类1#序15739
ヨヘ	yxhe#次#序16096
小憎	yxhh#类4#序15155
よひ	yxhi#类1#序15741
ヨヒ	yxhi#次#序16098
よほ	yxho#类1#序15738
ヨホ	yxho#次#序16095
小首	yxho#类4#序15107
よふ	yxhu#类1#序15740
ヨフ	yxhu#次#序16097
小判	yxhu#类4#序15115
よひゃ	yxhv#类1#序15684
ヨヒャ	yxhv#次#序16041
よひょ	yxhx#类1#序15682
ヨヒョ	yxhx#次#序16039
小心	yxhx#类4#序15154
当意即妙	yxib#类4#序14023
小冊	yxic#类4#序15162
小童	yxid#类4#序15111
小競	yxid#类4#序15109
小結	yxig#类4#序15088
よい	yxii#类1#序15766
ヨイ	yxii#次#序16123
小紋	yxiv#类4#序15083
当座預金	yxiz#类4#序13886
よざ	yxja#类1#序15716
ヨザ	yxja#次#序16073
小伝	yxjb#类4#序15098
よじゅ	yxjc#类1#序15671
ヨジュ	yxjc#次#序16028
よぜ	yxje#类1#序15713
ヨゼ	yxje#次#序16070
小使	yxjf#类4#序15097
小便	yxjf#类4#序15096
小僧	yxjh#类4#序15093
よじ	yxji#类1#序15715
ヨジ	yxji#次#序16072
よぞ	yxjo#类1#序15712
ヨゾ	yxjo#次#序16069
小人	yxjr#类4#序15090
よず	yxju#类1#序15714
ヨズ	yxju#次#序16071
よじゃ	yxjv#类1#序15672
ヨジャ	yxjv#次#序16029
小作	yxjw#类4#序15094
よじょ	yxjx#类1#序15670
ヨジョ	yxjx#次#序16027
よか	yxka#类1#序15762
ヨカ	yxka#次#序16119
よきゅ	yxkc#类1#序15695
ヨキュ	yxkc#次#序16052
よけ	yxke#类1#序15759
ヨケ	yxke#次#序16116
よき	yxki#类1#序15761
ヨキ	yxki#次#序16118
小母	yxkm#类4#序15087
小潮	yxkn#类4#序15184
よこ	yxko#类1#序15758
ヨコ	yxko#次#序16115
小刻	yxkp#类4#序15079
小波	yxkr#类4#序15181
小水	yxks#类4#序15180
よく	yxku#类1#序15760
ヨク	yxku#次#序16117
よきゃ	yxkv#类1#序15696
ヨキャ	yxkv#次#序16053
よきょ	yxkx#类1#序15694
ヨキョ	yxkx#次#序16051
轆	yxl#类3#序23333
よぁ	yxla#类1#序15660
ヨァ	yxla#次#序16017
ヨュ	yxlc#次#序16010
小名	yxld#类4#序15140
よぇ	yxle#类1#序15657
ヨェ	yxle#次#序16014
ヨー	yxlg#次#序15997
よぃ	yxli#类1#序15659
ヨィ	yxli#次#序16016
よっ	yxll#类1#序15655
ヨッ	yxll#次#序16012
よぉ	yxlo#类1#序15656
ヨォ	yxlo#次#序16013
小生	yxls#类4#序15124
よぅ	yxlu#类1#序15658
ヨゥ	yxlu#次#序16015
ヨャ	yxlv#次#序16011
ヨョ	yxlx#次#序16009
よま	yxma#类1#序15737
ヨマ	yxma#次#序16094
よみゅ	yxmc#类1#序15680
ヨミュ	yxmc#次#序16037
よめ	yxme#类1#序15734
ヨメ	yxme#次#序16091
よみ	yxmi#类1#序15736
ヨミ	yxmi#次#序16093
よも	yxmo#类1#序15733
ヨモ	yxmo#次#序16090
よむ	yxmu#类1#序15735
ヨム	yxmu#次#序16092
よみゃ	yxmv#类1#序15681
ヨミャ	yxmv#次#序16038
よみょ	yxmx#类1#序15679
ヨミョ	yxmx#次#序16036
鵄	yxn#类3#序25274
よな	yxna#类1#序15747
ヨナ	yxna#次#序16104
小成	yxna#类4#序15208
よにゅ	yxnc#类1#序15686
ヨニュ	yxnc#次#序16043
よね	yxne#类1#序15744
ヨネ	yxne#次#序16101
よに	yxni#类1#序15746
ヨニ	yxni#次#序16103
よん	yxnn#类1#序15722
ヨン	yxnn#次#序16079
よの	yxno#类1#序15743
ヨノ	yxno#次#序16100
小才	yxnt#类4#序15196
よぬ	yxnu#类1#序15745
ヨヌ	yxnu#次#序16102
よにゃ	yxnv#类1#序15687
ヨニャ	yxnv#次#序16044
小包	yxnv#类4#序15139
よにょ	yxnx#类1#序15685
ヨニョ	yxnx#次#序16042
小量	yxof#类4#序15176
よお	yxoo#类1#序15763
ヨオ	yxoo#次#序16120
小暑	yxoq#类4#序15177
小鼻	yxoq#类4#序15120
よぱ	yxpa#类1#序15701
ヨパ	yxpa#次#序16058
小数	yxpb#类4#序15150
よぴゅ	yxpc#类1#序15662
ヨピュ	yxpc#次#序16019
小刀	yxpd#类4#序15102
よぺ	yxpe#类1#序15698
ヨペ	yxpe#次#序16055
よぴ	yxpi#类1#序15700
ヨピ	yxpi#次#序16057
小粒	yxpi#类4#序15152
小粋	yxpk#类4#序15151
小米	yxpm#类4#序15149
よぽ	yxpo#类1#序15697
ヨポ	yxpo#次#序16054
小舅	yxpq#类4#序15103
小路	yxps#类4#序15173
よぷ	yxpu#类1#序15699
ヨプ	yxpu#次#序16056
よぴゃ	yxpv#类1#序15663
ヨピャ	yxpv#次#序16020
よぴょ	yxpx#类1#序15661
ヨピョ	yxpx#次#序16018
小糠	yxpx#类4#序15148
小走	yxpz#类4#序15200
小躍	yxpz#类4#序15171
小町	yxqa#类4#序15163
小耳	yxqe#类4#序15215
小異	yxql#类4#序15166
小物	yxqn#类4#序15118
小賢	yxqr#类4#序15216
小食	yxqs#类4#序15089
よら	yxra#类1#序15732
ヨラ	yxra#次#序16089
よりゅ	yxrc#类1#序15677
ヨリュ	yxrc#次#序16034
小回	yxrd#类4#序15164
よれ	yxre#类1#序15729
ヨレ	yxre#次#序16086
小幅	yxrf#类4#序15159
より	yxri#类1#序15731
ヨリ	yxri#次#序16088
小節	yxri#类4#序15116
小国	yxrn#类4#序15165
よろ	yxro#类1#序15728
ヨロ	yxro#次#序16085
よる	yxru#类1#序15730
ヨル	yxru#次#序16087
よりゃ	yxrv#类1#序15678
ヨリャ	yxrv#次#序16035
よりょ	yxrx#类1#序15676
ヨリョ	yxrx#次#序16033
よさ	yxsa#类1#序15757
ヨサ	yxsa#次#序16114
小話	yxsa#类4#序15078
よしゅ	yxsc#类1#序15692
ヨシュ	yxsc#次#序16049
よせ	yxse#类1#序15754
ヨセ	yxse#次#序16111
小説	yxsh#类4#序15077
よし	yxsi#类1#序15756
ヨシ	yxsi#次#序16113
小止	yxsi#类4#序15186
小出	yxsm#类4#序15214
小計	yxsn#类4#序15081
よそ	yxso#类1#序15753
ヨソ	yxso#次#序16110
よす	yxsu#类1#序15755
ヨス	yxsu#次#序16112
よしゃ	yxsv#类1#序15693
ヨシャ	yxsv#次#序16050
よしょ	yxsx#类1#序15691
ヨショ	yxsx#次#序16048
小言	yxsy#类4#序15073
よた	yxta#类1#序15752
ヨタ	yxta#次#序16109
小雪	yxtb#类4#序15195
小袖	yxtd#类4#序15145
よて	yxte#类1#序15749
ヨテ	yxte#次#序16106
小兵	yxth#类4#序15133
小降	yxth#类4#序15212
よと	yxto#类1#序15748
ヨト	yxto#次#序16105
よつ	yxtu#类1#序15750
ヨツ	yxtu#次#序16107
小雨	yxtv#类4#序15201
小用	yxty#类4#序15203
小振	yxuf#类4#序15134
小手	yxus#类4#序15131
よう	yxuu#类1#序15765
ヨウ	yxuu#次#序16122
小指	yxuv#类4#序15130
軽音楽	yxuw#类4#序13479
ヨヴァ	yxva#次#序16007
小意気	yxvb#类4#序14037
ヨヴェ	yxve#次#序16005
ヨヴィ	yxvi#次#序16006
小脳	yxvk#类4#序15206
ヨヴォ	yxvo#次#序16004
小胆	yxvo#类4#序15205
小腸	yxvo#类4#序15204
ヨヴ	yxvu#次#序16008
小円	yxvy#类4#序15160
よわ	yxwa#类1#序15724
ヨワ	yxwa#次#序16081
ヨウェ	yxwe#次#序16002
ヨウィ	yxwi#次#序16003
よを	yxwo#类1#序15723
ヨヲ	yxwo#次#序16080
小寒	yxwq#类4#序15147
小径	yxwr#类4#序15127
小額	yxws#类4#序15146
小康	yxxb#类4#序15075
小乗	yxxl#类4#序15123
小鳥	yxxn#类4#序15092
轣	yxxs#类3#序23517
四角四面	yxyb#类4#序13596
よゆ	yxyc#类1#序15726
ヨユ	yxyc#次#序16083
小農	yxyf#类4#序15161
よや	yxyv#类1#序15727
ヨヤ	yxyv#次#序16084
よよ	yxyx#类1#序15725
ヨヨ	yxyx#次#序16082
轆轤	yxyz#类4#序13398
小銃	yxzb#类4#序15135
小豆	yxzd#类4#序15192
小鉤	yxzg#类4#序15137
小夜	yxzj#类4#序15074
小金	yxzj#类4#序15138
軛	yxzj#类3#序23533
小銭	yxzm#类4#序15142
小身	yxzs#类4#序15119
酉	yy#类3#序21196
醍醐味	yyda#类4#序13258
転轍機	yyei#类4#序13717
轆轤首	yyho#类4#序13712
爵	yyi#类3#序25804
輊	yyi#类3#序23483
爵位	yyji#类4#序15695
至上命令	yyjj#类4#序13269
罵詈雑言	yyks#类4#序13710
乳酸菌	yylr#类4#序15561
罩	yyo#类3#序23462
轟然	yyvm#类4#序13725
輾転反側	yyxj#类4#序13719
轟音	yyxy#类4#序13713
轟	yyyc#类3#序23426
醴	yyzd#类3#序21166
艶聞	yzaq#类4#序14126
軽金属	yzct#类4#序13593
豊	yzd#类3#序23322
小市民	yzdm#类4#序13845
小夜鳴き鳥	yzdx#类5#序23573
豊年	yzev#类4#序14136
酣	yzg#类3#序21204
輻射熱	yzgh#类4#序13541
羅針盤	yzir#类4#序13588
醉	yzj#类3#序21141
醪	yzje#类3#序21163
醵	yzjs#类3#序21188
豊作	yzjw#类4#序14122
軻	yzk#类3#序23384
豊潤	yzka#类4#序14149
豊満	yzkl#类4#序14154
豊沃	yzkt#类4#序14150
豊漁	yzkw#类4#序14151
艶消	yzky#类4#序14153
轤	yzqa#类3#序23463
豊饒	yzqg#类4#序14120
醵出	yzsm#类4#序13688
豊富	yzwf#类4#序14140
艶	yzx#类3#序23323
豊穣	yzxt#类4#序14127
連鎖反応	yzxx#类4#序13590
小夜曲	yzyq#类4#序13849
醵金	yzzj#类4#序13597
艶歌	yzzz#类4#序14132
金	z#类3#序22218
魔女	zabn#类4#序14094
釘	zad#类3#序21934
魔窟	zaec#类4#序14110
鋳型	zafl#类4#序15844
魔	zag#类3#序18450
鈕	zagt#类3#序22058
魔性	zahl#类4#序14111
釘付	zajk#类4#序15190
鋳	zakc#类3#序22160
鋳潰	zakc#类4#序15839
夜間学校	zake#类4#序13859
魔法	zakg#类4#序14117
鋭アクセント	zakt#类5#序29796
$ddcmd(@,@  [半]単価/アットマーク)	zalt#辅#序16381
$ddcmd(＠,＠  [全]単価/アットマーク)	zalt#辅#序16382
$ddcmd(∧,∧  [数学]および/合接)	zand#辅#序16378
$ddcmd(∩,∩  [数学]積集合)	zand#辅#序16379
$ddcmd(＆,＆  [全]アンパサンド)	zand#辅#序16380
魔王	zanw#类4#序14126
魔術	zape#类4#序14097
鋳造	zaqd#类4#序15823
鋳物	zaqn#类4#序15821
魔物	zaqn#类4#序14098
鎮痛剤	zaqp#类4#序15002
銛	zas#类3#序21920
魔力	zasl#类4#序14116
魔除	zatj#类4#序14131
鋳掛	zaug#类4#序15828
玄関払	zauk#类4#序13848
魔手	zaus#类4#序14106
鏘	zavk#类3#序22056
錆	zavy#类3#序22128
金麸羅	zayi#类4#序15730
変奏曲	zayq#类4#序14997
鋳金	zazj#类4#序15831
鋳鋼	zazm#类4#序15832
鋳鉄	zazt#类4#序15830
離	zb#类3#序18733
離間	zbao#类4#序15055
離婚	zbbb#类4#序15054
虐殺	zbbe#类4#序14207
銃殺	zbbe#类4#序14871
銃弾	zbbk#类4#序14854
銃火	zbch#类4#序14875
銃器	zbdd#类4#序14883
銃口	zbdk#类4#序14884
離別	zbdp#类4#序15068
録画	zbfq#类4#序14986
虐政	zbfs#类4#序14227
躬	zbg#类3#序20503
銃声	zbgc#类4#序14897
